Query	UserId	ChatsNum	BotAnswersNum	HelpsNum	Len	week
Здравствуйте. Наше предприятие находится в стадии реорганизации в форме выделения. В выделяемое предприятие передаются только часть активов, сотрудники остаются в реорганизуемом предприятии. ИФНС приостановила регистрацию в связи с тем, что не было сдано СЗВ-М. Нужно ли сдавать, если сотрудники не переводятся? Если нет, то как правильно пояснить в ИФНС	230191	1	0	0	49	43
Вопрос по заполнению декларации по налогу на добычу полезных ископаемых.	2384709	1	0	0	10	43
Здравствуйте. Вопрос: какой КБК по НДФЛ указывать в Расчете по форме 6 -НДФЛ за 9 месяцев? Новый КБК по НДФЛ применяется с 15.10.2023, но Расчет сдается за предыдущие периоды.	2331614	1	0	0	29	43
Добрый день! Подскажите, пожалуйста, в организации произошел пожар, часть здания сгорела. После кадастровых работ, здание разделили на 2 части. Сгоревшая часть для ликвидации, вторая часть для дальнейшей деятельности. Можно ли при ликвидации сгоревшей части здания остаточную стоимость здания брать в расчет в налог на прибыль?	8767457	1	0	0	45	43
Добрый день! Если сотрудник отработал 1 год и 23 дня. Сходил в отпуск на 36 к дней и затем уволился. Нужно ли ему выплачивать компенсацию за неиспользованный отпуск за 23 дня?	4056767	1	0	0	31	43
Добрый день!	2536169	1	1	0	2	43
Добрый день	626066	1	1	0	2	43
Доброе утро! Вопрос по основным средствам. Как поставить ОС на учет в 1с, если документы на них 2019г- 2021г?Ставить надо с остаточной стоимостью?	20309612	1	0	0	23	43
Доброе утро. Подотчетное лицо купил товар на иностранном сайте (Алиэкспресс). Кассовый чек не предоставил. Может только дать таможенную декларацию и накладную на иностранном языке. Можно ли по таким документам поставить товар на приход и возместить затраты подотчетному лицу?	2866454	1	0	0	38	43
Добрый день ! из собственных материалов, собственными силами ООО изготовили насос, который был продан	9091936	1	0	0	14	43
Здравствуйте!	360733	1	1	0	1	43
инвентаризация	17369086	1	1	1	1	43
Добрый день. У сотрудника по графику отпуск, но он в него не идет по производственной причине. Что в этом случае делать?	5554272	1	0	0	21	43
Доброе утро! Подскажите, пожалуйста, можно ли при УСН - доходы минус расходы- учесть в расходах арендную плату за жилье, арендуемое для дистанционного работника?	15269919	1	0	0	23	43
здравствуйте	8993139	1	1	0	1	43
Справочник отчетность	2756861	1	1	1	2	43
Организация открыла филиал в Киргизии. В этот филиал приходили денежные средства в виде гашения дебиторской задолженности головной организации. Какие проводки надо сделать в учете головной организации ?	3754954	1	0	0	27	43
Добрый день. Подскажите, пожалуйста, по какому виду страхования должен быть застрахован иностранный работник - гражданин Узбекистана? Спасибо.	20907656	1	0	0	17	43
Добрый день! Нужно ли ИП подавать уведомление по УСНО?	20872491	1	0	0	9	43
Добрый день, если предприятие на время приостановило деятельность и хочет переименовать название, может ли оно перейти на УСН, если по предыдущему названию оно не могло перейти с ОСНО на УСН.Спасибо.	2363508	1	0	0	30	43
Добрый день. В каком периоде необходимо отразить расходы в бухгалтерском учете, если документы на оказание услуг (агентское вознаграждение) датированы и подписаны датой после месяца фактического оказания услуг?	15993667	1	0	0	27	43
добрый день!	535796	1	1	1	2	43
енп	2696349	1	1	1	1	43
добрый день, какие отчеты в налоговую сдает автономная некоммерческая организация?	17659182	1	0	0	10	43
доброго дня, персонифицированные сведения нулевые надо сдавать?	5712723	1	1	1	7	43
Здравствуйте. У нас есть здание-остаточная стоимость=0.Несколько лет им не пользуемся,выгоду не приносит оно.Вопрос: можно его убрать с основных средств путем перевода в материалы в малоценку или законсервировать	5892145	1	0	0	27	43
Справочник отчетность	5368107	1	1	1	2	43
Добрый день! Вопрос необходимо ли подавать уведомление для ЕСН по УСН индивидуальным предпринимателям?	616922	1	0	0	13	43
Здравствуйте.	2928936	1	1	0	1	43
Добрый день.как написать отказ от участия в профилактическом визите госинспекции труда в Пермском крае?	450879	1	0	0	14	43
тест	2733071	1	1	1	1	43
Лимит кассы утверждается каждый год?	750029	1	0	0	5	43
Добрый день! Арендодатель повысил в одностороннем порядке арендную плату более чем на 50 %, правомерно ли это? В договоре не указано процент повышения? Есть ли ограничения по проценту повышения арендной платы?	13515989	1	0	0	31	43
изменения 2023 с 1 октября	3188671	1	0	0	5	43
добрый день	1840961	1	1	1	2	43
Здравствуйте! сегодня обнаружили, что неверно указали сумму НДФЛ в уведомлении за июль 2023г. Нужно ли сдавать корректировку или они возьмут сумму из отчета 6-НДФЛ когда сдадим его. Отчет еще не сдан.	8808028	1	0	0	31	43
Передайте вопрос в ЭП. Был Лизинг. Выкупили машину из лизинга в июле. Сразу продали ее в другое ООО. Мы на УСН. Можно ли полученный доход за машину уменьшить на выкупной платеж? Машину при выкупе учли как товар, сразу предполагали продажу.	1659230	1	0	0	40	43
Добрый день, вопрос:	20294436	1	1	0	3	43
обязательно ли заявление от сотрудника на Отпуск без сохранения оплаты	4808226	1	0	0	10	43
А если мы отгрузи с ИП (УСН), покупатель будет все равно платить НДС при ввозе?	132124	1	0	0	15	43
"Огромное спасибо ""!"	631985	1	1	1	3	43
Может ли налоговая снять транспортный налог, если деньги были перечислены для оплаты УСН и отправлено уведомление.?	528520	1	0	0	16	43
Добрый день! Имеется ли образец Акта о невозможности получения заявления от работника при приостановке трудового договора.	6536503	1	0	0	16	43
Доброе утро , подскажите пожалуйста как правильно сделать корректировку налоговой базы по налогу на прибыль в связи с изменением доходов от реализации на стоимость возвращенного покупателем товара ?	1976034	1	0	0	28	43
Добрый день. Как сдать отчет 6-НДФЛ если ИП закрылся в середине года?	2831759	1	0	0	12	43
Здравствуйте! При исчислении УСН 15% за 3 кв.2023 г. в налоговом учете сформировались убытки. В бухгалтерском учете сформирована бухгалтерская проводка: Дт 99 Кт 68.12 минус 63.000. ВОПРОС: Как правильно подать уведомление? 1. Не подавать. 2. -63.000 (к уменьшению)	2887609	1	0	0	38	43
Договора ГПХ можно учесть в расходах у ИП (15%), услуги по ГПХ оказываются не по основному ОКВЭД, а по дополнительному! Иесли можно взять в расходы, то в каком размере!	2572045	1	0	0	29	43
Доброе утро. Проконсультируйте, пожалуйста по следующему вопросу: приняли на работу иностранного гражданина - не резидент (гражданин Болгарии). Трудового стажа в России у него нет. Он заболел и взял больничный лист. Должна ли организация оплатить ему 3 дня его болезни? Спасибо.	20589565	1	0	0	40	43
ООО хочет купить у физлица кресло . Какие документы нужно получить от физлица и какие налоги нужно платить ООО ?	19794071	1	0	0	20	43
Какой операцией в 1С 8.3 нужно зачесть водный налог, уплаченный на ЕНС?	3448176	1	0	0	12	43
какая ставка налога на имущества в Алуште	16900954	1	0	0	7	43
изменения в ноябре	14444917	1	0	0	3	43
"Добрый день.
Плпнируем отправлять двух человек в командировку на своих автомобилях.
Какие сопровождающие документы нужно им дать с собой?"	2023745	1	0	0	19	43
налог на сверхприбыль	6218376	1	1	1	3	43
Добрый день!	3787036	1	1	0	2	43
справочник отчетнеость	12072684	1	0	0	2	43
Добрый день! Подскажите пожалуйста на каком счету учета следует собирать материалы используемые для ремонта офиса и производственного цеха взятого в аренду, Компания занимается мясопереработкой и постоянно возникают затраты по содержанию арендуемого помещения и оборудования на каком счету целесообразней аккумулировать материалы используемые для ремонта ?	2080360	1	0	0	44	43
Добрый день! У ИП все сотрудники уволились во втором квартале. В третьем квартале ИП продолжает вести деятельность, но сотрудников нет. Нужно ли сдавать отчеты 6-НДФЛ, страховые взносы, ЕСФ-1 за 9 месяцев?	1637300	1	0	0	31	43
Кака отчитываться по директору организации, если он не трудоустроен, зарплаты нет, работает как волонтер. И налоговая требует сдачу Персоф данных нулевых. Спасибо.	1711407	1	0	0	22	43
ЗДРАСТВУЙТЕ! НАДО ЛИ СДАТЬ УТОЧНЕНОЕ УВЕДОМЛЕНИЕ ПО УСН ЗА ПОЛУГОДИЕ ,ЕСЛИ СУММА АВАНСОВОГО ПЛАТЕЖА УМЕНЬШИЛАСЬ. ПО ДАННЫМ УЧЕТА, ОПЛАТА ПРОИЗВОДИЛАСЬ СОГЛАСНО УВЕДОМЛЕНИЯ	9823073	1	0	0	22	43
Добрый день!	20917977	1	1	1	2	43
Добрый день!!! В организации на ОСНО в коллективном договоре прописано что к отпуску сотрудник имеет право на получение материальной помощи на лечение, в размере до одного оклада. Каким образом провести эту материальную помощь в бухгалтерском и налоговом учете по налогу на прибыль. За счет чистой прибыли или на счетах учета расходов. Этот же вопрос касается оплаты дополнительных отпусков за ненормированный рабочий день	2234549	1	0	0	62	43
да	4981512	1	0	0	1	43
Здравствуйте. Возник вопрос. Можно ли перечислять с расчетного счета ИП на личный счет физ. лица? Возникает ли при этом обязанность по НДФЛ как агента у ИП?	2237939	1	0	0	26	43
Здравствуйте . ООО на ОСНО. Как принять к учету бытовку стоимостью свыше 100 тыс?	127100	1	0	0	14	43
Как заполнить отчет о прослеживаемых товарах за 3 квартал	20966321	1	0	0	9	43
Справочник отчетность за 9 месяцев	20884883	1	1	1	5	43
отчетность за 9 месяцев и 3 кварта	492702	1	0	0	7	43
Добрый день! В течение этого года мы отправляли Уведомления по УСН ежемесячно и платили тоже ежемесячно (частями удобней). Возник вопрос - не отменит ли налоговая предыдущие суммы в Уведомлениях в рамках одного квартала? Например, мы отправляли Уведомление за 3 квартал таким образом: 25 августа сумма 30тр, 25 сентября 40тр и сейчас , 25 октября, отправим 50тр. В итоге за 3кв. мы должны заплатить УСН 120тр. Не отменит ли налоговая Уведомления от 25 августа и 25 сентября и оставит только 25 октября с суммой за 3 квартал всего в 50тр?	193897	1	0	0	89	43
Доброе утро!	2925632	1	1	0	2	43
Добрый день! Если у сотрудника исполнительный лист с требованием сохранить прожиточный минимум, в Забайкальском крае прожиточный минимум 18333 рублей, может ли организация удерживать более 50% от заработной платы, в тоже время сохраняя прожиточный минимум?	19051466	1	0	0	34	43
Добрый день.Подскажите, пожалуйста, может ли применять самозанятость вид деятельности ОКВЭД 25.50.1?	2013376	1	0	0	11	43
Доброе утро. Кто должен составлять план ПФХД?	471463	1	0	0	7	43
Можно ли не ходить на обед, а работать меньше на час?	5100661	1	1	1	11	43
Добрый день. Неработающая супруга (учится на дневном отделении) нашего подрядчика (работает по договору ГПХ) хочет получить пособие по беременности. Вопрос: может ли наша организация предоставить такое пособие? Если нет, то как беременной девушке его получить?	8687715	1	0	0	35	43
Добрый день! Как учитывается брак в налоговом учете?	5984865	1	0	0	8	43
Подскажите, возможно пополнить ЕНС организации с карты физ лица?	8397321	1	0	0	9	43
Здравствуйте! Сотрудник отгулял отпуск до 1,5 лет, хочет оформить отпуск до 3 лет, нужна справка от второго родителя, что отпуск до 3 лет не оформлял, оформлять не будет?	8307151	1	0	0	28	43
ЕНП	1730111	1	1	1	1	43
Здравствуйте, какими проводками отразить расходы на ремонт автомобиля попавшего в ДТП. И какие проводки сделать при возмещении ущерба виновником ДТП через суд?	502233	1	0	0	22	43
Доброе утро. К какой группе ОС относится тентовый ангар, состоящий из разборных металлоконструкций и тента?	692284	1	0	0	15	43
енп	20902920	1	1	1	1	43
Здравствуйте. Как рассчитать авансовый платеж по УСН (доходы-расходы), если есть переплата прошлых лет?	226490	1	0	0	13	43
нет ответа на мой вопрос	20376277	1	0	0	5	43
спасибо	19040846	1	1	0	1	43
Доброе утро! Подскажите, пожалуйста, может ли одно СНТ заплатить за другое, земельный налог. Пожалуйста, пришлите образец заполнения платежного поручения	17426428	1	0	0	19	43
добрый день. Что делать если мы пробили чек от юр.лица по безналу , если мы его вообще не должны были пробивать?	1901580	1	0	0	21	43
отчеты за 9мес и 3 квартал	18935322	1	0	0	6	43
Доброе утро	114539	1	1	0	2	43
Оплата больничного соцстрахом, В течении скольких дней после закрытия больничного происходит оплата	17263443	1	1	1	12	43
Добрый день. Хотим ввести новую должность в штатное расписание. За какой срок до предполагаемой даты необходимо внести изменения?	671247	1	0	0	18	43
Добрый день!	2097632	1	1	0	2	43
тест	2405091	1	1	1	1	43
Здравствуйте!	970032	1	1	0	1	43
Добрый день	13554096	1	1	0	2	43
Добрый день. Можно ли подавать Уведомления об исчисленных налогах по ЕНС с отрицательными суммами?	19163341	1	0	0	14	43
Добрый день. Подскажите пож., если деньги от покупателей услуг поступают по агентскому договору на счет другой организации (платежные системы),а последняя перечисляет их не полностью на расчетный счет принципала, то какая сумма идет в доходы УСН (6%) та, что поступила непосредственно на счет организации принципала или та что фактически поступила от покупателей по агентскому договору?	15284349	1	0	0	54	43
Добрый день! Подскажите, пожалуйста, если в организации нет военнообязанных - работают только женщины, то нужно ли подавать какие-то отчеты в военкомат?	10435702	1	0	0	21	43
Добрый день. Учтоните, как оформить реализацию товара в страны ЕАЭС (Беларусь). Передача товара по средствам СДЭК	18084757	1	0	0	16	43
Добрый день! Наши учредители нам передавали в хозяйственное ведение здание, через какое то время его изъяли. Но осталась у здания есть остаточная стоимость. Списание остаточной стоимости на какой счет производить?	16138664	1	0	0	30	43
Добрый день, изменения по воинскому учету от 05.08.2023.	8096773	1	0	0	8	43
Добрый день! Подскажите, пожалуйста, какие компании получили льготы по ведению воинского учета? (Пришел анонс это темы с Актион-пресс).	175233	1	0	0	18	43
Доброе утро.	14794983	1	1	1	2	43
Доброго дня!	15796275	1	1	0	2	43
здравствуйте	3552674	1	1	0	1	43
Здравствуйте! При расчете заработной платы нужно использовать федеральный МРОТ 16242 руб. ?	7724229	1	0	0	12	43
Добрый день! Подскажите, если оплатили авансовый платеж за товары, которые должны ввести из Белоруссии, в одном налоговом периоде, а ввезли товары в другом налоговом периоде, нужно ли платить НДС с аванса?	12405287	1	0	0	31	43
Имеет ли право небольшая компания, субъект малого предпринимательства, применяющая УСН ,для учета затрат счет 20,без применения счета 26	601806	1	0	0	18	43
отчетность за 9 месяцев	5283783	1	1	1	4	43
справочник отчетности	1559902	1	1	1	2	43
Здравствуйте. Подскажите, пожалуйста. ИП на ЕСХН +НДС в июле выкупил земельный участок у Муниципалитета, который у него ранее находился в аренде. Нужно ли указать в разделе 7 декларации по НДС данное приобретение? Если да, то какой вид операции нужно указать?	3176902	1	0	0	40	43
Добрый день, если физ. лицо заказчик надо ли с ним заключать договор?	10421593	1	0	0	12	43
справочник отчетность за 3 квартал	20657651	1	1	1	5	43
Добрый день! Подскажите пожалуйста. Зарегистрирована организация в ИФНС. Но деятельность еще не началась, нет пока лицензии. В организации 1 учредитель, еще не принят как директор, вознаграждение не начислялось и не выплачивалось. Вопрос: Надо ли сдавать персонифицированные сведения по учредителю.	237785	1	0	0	39	43
справочник отчетности за 3 квартал	18145759	1	1	1	5	43
справочник отчётности за 9 месяцев	4808328	1	1	1	5	43
Отлично. Звездочек нет почему-то	3058754	1	0	0	4	43
изменения 2023	3300160	1	1	1	2	43
Добрый день!вопрос по коррек. счет-фактуре в мае поставщик неправильно выставил документ за услуги(завышены цены),я его в учете не отразила.1 августа поступает кор.с/ф с правильными данными.Как правильно отразить в книге покупок данную операцию в 3 кв.23г.. Спасибо	6934311	1	0	0	36	43
Доброе утро.	2298345	1	1	0	2	43
Добрый день! Скажите пожалуйста. Ошибочно был принят НДС к вычету по УПД в 4 кв 2022 г. Скажите пожалуйста нужно подавать уточненку за 4 кв 2022 ? или внести корректировку в текущем периоде ?	13219981	1	0	0	34	43
Здравствуйте! Можно ли подавать уведомление по НДФЛ неск раз за один и тот же период.с каждго раза выплаты дохода или надо складывать общую сумму с такого то числа по такое то число	2393854	1	0	0	32	43
Здравствуйте, футбольный клуб (АО) набирает команду девочек на платной основе, Облагается ли эта плата НДС и как вести учет этих платежей?	4151555	1	0	0	21	43
Доброе утро! Подскажите пожалуйста обоснование для применения пониженной ставки УСН доходы для Республики Дагестан в 2022 году(заполнение строки 124 декларации по усн за 2022 год)	20661938	1	0	0	25	43
Здравствуйте! какие резервы обязана организация начисоять?	983169	1	0	0	6	43
Доброе утро. Подотчетник предоставил Инвойс на товар купленный через сайт китай- как оформить поставщика?	766645	1	0	0	14	43
Есть ли срок давности по истребованию займа физлицу, если займ выдан в 2016г по январь 2017.? Если списать этот долг в 2023, надо ли считать материальную выгоду на дату прощения долга? По НДФЛ надо ли отчитаться в налоговую о неудержанном налоге?	9244194	1	0	0	41	43
Добрый день! Сотрудник просит справку 2-НДФЛ за прошлые годы, а именно за последние 10 лет.	18343750	1	0	0	15	43
срок сдачи отчета РСВ на бумажном носителе за 9 месяцев 2023г.?	2265969	1	0	0	11	43
Добрый день! На станции канализации производится замена насосного агрегата стоимостью 150 тыс. руб	2915027	1	0	0	13	43
Добрый день. Подскажите , пожалуйста , у нас на балансе автомобиль (спец техника) Мы его покупали 15.12.2022 г за 2 млн рублей. Автомобиль сломался и директор хочет его продать за 500 тыс. Каки это можно сделать? Какие проводки будут , документы., налоги В общем все по такой сделке	17492474	1	0	0	48	43
Здравствуйте. Отправили уведомление по НДФЛ за октябрь тот, который нужно было отправить на НДФЛ с доходов свыше предельной величины, в общей сумме обычного НДФЛ. Как исправить, подскажите, пожалуйста?	2583002	1	0	0	28	43
На организации числиться машина 87 лошадиных сил нужно ли начислять транспортный налог	13054961	1	0	0	12	43
Добрый день. НДФЛ и страх взносы, уплаченные могу взять в расходы после сдачи уведомления и отчетности?	11364125	1	0	0	16	43
енп	18756890	1	1	1	1	43
Добрый день ! Мы работаем в программе 1С8,3 .Транспортные расходы собираются на счете 44 .Но иногда мы выполняем подрядные работы со списанием материалов по смете например :Выполнение этапа по Договору подряда согласно сметы №1. Но в этом случае транспортные расходы не распределяются потому что это 10 счет. Хотелось бы уточнить как правильно? Можно чтобы транспортные расходы распределялись согласно списанию со счета 41 и счета 10 или это не верно?	3198286	1	0	0	69	43
Доброе утро ,возможно пример платежного поручения за 3 КВ 2023 усн доходы с новыми реквизитами на счёт енс	2363087	1	0	0	18	43
Добрый день! Работник передал свой автомобиль по договору аренды, автомобиль использует в личных елях (ездит на работу домой),при этом пользуется корпоративной топливной картой. Работодатель с этой суммы удерживает НДФЛ. Не возникает ли при этом НДС с реализацииГСМ?	7016075	1	0	0	37	43
Доброе утро, мне нужна консультация по ИП. Если ИП покупал на маркет плейсах товары (Озон, вайлдберис), а затем делает возвраты. Нужно ли с этих возвратов платить 65 налог. Система обложения Доходы 6%.	1653347	1	0	0	32	43
Добрый день. Вопрос: Российская организация заключила договор с Эстонским поставщиком о предоставлении услуг по правам доступа к информационным материалам в сети интернет. Должна ли Российская организация платить налог на прибыль по данному договору? Если да, как должна формироваться сумма в инвойсе?	2210137	1	0	0	41	43
мрот	9284299	1	1	1	1	43
Здравствуйте! Перечисляем дивиденды в Нидерланды 10 млн. руб за минусом налога на прибыль 15%. Дивиденды перечисляем по курсу банка. Нужно ли ставить в учет налог в 1С по курсу ЦБ?	9734299	1	0	0	30	43
Облагается ли НДФЛ средний заработок, выплачиваемый за время вынужденного прогула?	7452008	1	0	0	10	43
Добрый день. Может ли директор подписать документ вместо кассира или бухгалтера?	8309598	1	0	0	11	43
Доброе утро.скажите я в 2015 г получила вычет на покупку комнаты в общежитии,стоимостью 400 000 руб.Сейчас я купила дом в итотеку. Могу я сейчас получить вычет на сумму 1 600 000 руб	4801271	1	0	0	32	43
Добрый день. Пенсионер пошел в отпуск с 23.10 на 28 дней. Ему выплачена заработная плата за первую половину месяца 20.10 и отпускные. Как правильно оформить увольнение и удержать излишне перечисленную сумму.	3097261	1	0	0	31	43
Монитор(прослеживаемый товар) списан в гарантийный ремонт. Документы при гарантийном ремонте не выставляются. Надо ли выписывать сч.ф. или УПД с 01.10.23?	593387	1	0	0	20	43
Какие налоги платит ИП при патентной системе?	2013376	1	1	0	7	43
Добрый день! Подскажите пожалуйста, обязана наша организация оплатить Больничный лить работнику по Договору подряда. Договор подряда заключен на 4 месяца , на выполнение определенной работы.	2089287	1	0	0	25	43
Здравствуйте! Скажите пожалуйста какой код дохода по НДФЛ при оплате беременной сотруднице посещения врача?	8513032	1	0	0	14	43
у сотрудника имеется исполнительный лист (25% - алименты), пришел еще один исполнительный лист проценты удержания - 50%, наши действия?	213826	1	0	0	19	43
Cgfcb,j	528520	1	0	0	1	43
Добрый день!	1981882	1	1	0	2	43
Здравствуйте! как уволить человека который был устроен временно на период декретного отпуска?	16830923	1	0	0	12	43
добрый день. подскажите как можно узнать систему налогообложения по ИП	235874	1	0	0	10	43
скинте ссылку на форму Р13014	4377412	1	0	0	5	43
как отразить на счетах пересмотр сроков полезного использования, самортизированного основного средства	18919993	1	0	0	11	43
Добрый день. Ремонтируем ОС, у одной организации купили для замены дорогой элемент ОС, а другая организация делает ремонт этого ОС. То что ремонт учитывается как отдельный объект, я понимаю. Но сколько не искала, почему-то советуют запчасть стоимостью более 100 тыс списывать как обычную в текущем периоде. Так ли это, подскажите, пожалуйста	18896706	1	0	0	51	43
Здравствуйте, подскажите пожалуйста какие отчеты сдаем в военный комиссариат до 1 ноября 2023 ; до конца года	6113399	1	0	0	17	43
добрый день календарь бухгалтера	19731608	1	1	1	4	43
доброе утро! может ли физлицо, оказывающее услуги частного охранника, быть самозанятым и оплачивать НПД	2301603	1	0	0	14	43
Добрый день! Может ли генеральный директор ООО устанавливать сам себе оклад и выплачивать премию?	564378	1	0	0	14	43
Добрый день!	19083927	1	1	0	2	43
добрый день. календарь бухгалтера	13852390	1	1	1	4	43
ип сдают отчет в военкомат	19783027	1	0	0	5	43
"Добрый день.
ООО вносит безвозмездно денежный вклад имущество АО на основании Решения участников и соглашения заключенного соглашения. принимая во внимание, что АО является основным хозяйственным обществом, а ООО - дочерним, поскольку Сторона-1 владеет 100% голосов. Какими проводками отразить операции в учете ООО?"	4900296	1	0	0	42	43
Добрый день! ИП на УСН доходы с наемными работниками не уменьшил в предыдущих кварталах страховые взносы. Как исправить данную ситуацию Нужно подать уведомления за прошлые период с учетом уменьшения на сумму страховых взносов или уменьшить в 3 квартале	19293477	1	0	0	38	43
Добрый день. Вопрос: индивидуальный предприниматель, работающий на усн доходы, приобрел недвижимость, через год решил ее продать. Недвижимость не участвовала в предпринимательской деятельности. По какой ставке будет рассчитан налог с продаж 6 или 13? и какие статьи нк или какой закон регулирует эту сделку? на что в этой ситуации влияет кадастровая стоимость?	364563	1	0	0	51	43
Добрый день.Организация (ОСНО)производит продукцию,в 2022 году несколько видов продукции перестала производить.В течении 12 мес.покупные полуфабрикаты в производстве не использовались.Возможно ли списание этих покупных полуфабрикатов через 12 мес.,и если да,как правильно отразить такое списание материалов в БУ и НУ	2007141	1	0	0	38	43
доброе утро	428843	1	0	0	2	43
Здравствуйте! В каких случаях подается согласие о раскрытии налоговой тайны? Обязательно ли оно для ИТ компании ? Какие сроки подачи? Ранее мы подавали данное согласие на несколько лет.	642230	1	0	0	28	43
тест	6086257	1	1	1	1	43
с 1 августа повысили утилизационный сбор для автомобилей. постановлением от 07.07.2023 № 1118. Можно ли как-то платить сбор по старой ставке?	4124271	1	0	0	21	43
Здравствуйте !	15631601	1	1	0	2	43
Добрый день! Подскажите, если ИП на (УСН) доходы уплатил страховые взносы за себя 23.09.23г. ( 3кв. 23г.) в рамках ЕНП, подал заявление о распределении ЕНП на страх. взносы для уменьшения авансового платежа за 9 мес.23.09.23г., но заявление было принято только 10.10.23., получается ИП не может учесть страх.взн. в рамках уменьшения аванс, платежа по УСН в 3 кв.23г., только теперь по году.	1710914	1	0	0	61	43
Добрый день.	18390399	1	1	0	2	43
Добрый день. Сотрудница на больничном по уходу за ребенком. Она может заменить годы для расчета больничного?	2977952	1	0	0	16	43
Здравствуйте. Подскажите пожалуйста. Организация заключает договор на оказание юридических услуг с самозанятым юристом. Кто должен платить НДФЛ , организация или самозанятый?	2225437	1	0	0	21	43
какие изменения будут в 2024г.?	7871847	1	0	0	5	43
Работает ли система главбух оффлайн?	20469748	1	0	0	5	43
Можно ли ликвидировать ООО, в котором часть долей принадлежит ООО (не распределена после выхода одного из участников)?	8528322	1	0	0	17	43
Добрый день. У нас ИП, но машины на физ лице лизинг можно учет в расходах ИП	588247	1	0	0	16	43
Облагается ли НДФЛ выплаты сотруднику на компенсацию расходов, связанных с проведением деловых обедов (ужинов) в командировке?	360733	1	0	0	16	43
"Добрый день! Подскажите пожалуйста к какой статье затрат в УСН ""Доходы - расходы"" можно отнести информационно-техническое обслуживание программно аппаратный комплекса ?"	11956166	1	0	0	21	43
д.день, можно ли учесть в расходах по налогу на прибыль аптечку первой помощи для персонала?	628657	1	0	0	15	43
Здравствуйте! Учитываются ли доходы ИП при расчете детских ежемесячных пособий до 18 лет в 2023 году ?	287977	1	0	0	17	43
Какие изменения будут в 2024г	20867264	1	0	0	5	43
Добрый день! Мать ребенка-инвалида хочет получить 4 дня по уходу за ребенком-инвалидом за октябрь, а дни за сентябрь, ноябрь и декабрь взять накопительно в декабре в количестве 12 дней. возможно ли это?	15443051	1	0	0	32	43
спасибо	2080360	1	1	1	1	43
справочник отчетность	197732	1	1	1	2	43
Учетная политика организации - это положение организации?	731538	1	0	0	7	43
Добрый день! В 2020 году организация приобрела в лизинг авто. Балансодержатель - лизингополучатель. Учет сразу по ФСБУ 25/2018. В сентябре 2023 года был последний лизинговый платеж и оплата выкупной стоимости 1000,00, которая была включена в расходы при принятии к учету ОС. Вопрос о правильности формирования программой проводок при оформлении выкупной стоимости. Формирует одну из проводок в налоговом учете - ДТ 02.03 кт 01.01 и списывает всю начисленную амортизацию за период лизинга. В итоге по 02 счету сальдо только по БУ, в НУ - пусто, по 01 счету в НУ стоимость ОС, уменьшенная на амортизац	6200290	1	0	0	94	43
